ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9604735,HX253490,01/01/2014 12:01:00 AM,053XX N WESTERN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GOVERNMENT BUILDING/PROPERTY,false,false,2012,020,40,4,26,1159416,1935485,2014,05/10/2014 12:37:35 PM,41.978694876,-87.689113336,"(41.978694876, -87.689113336)"
9493631,HX147479,01/01/2014 12:01:00 AM,065XX S WOOD ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,"SCHOOL, PUBLIC, BUILDING",false,false,0726,007,15,67,17,1165425,1861331,2014,02/27/2014 12:42:14 AM,41.775084081,-87.669125433,"(41.775084081, -87.669125433)"
9608898,HX259349,01/01/2014 12:01:00 AM,006XX W SURF ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1934,019,44,6,06,1171668,1919650,2014,05/13/2014 12:44:51 PM,41.934981468,-87.644524437,"(41.934981468, -87.644524437)"
9504685,HX159594,01/01/2014 12:01:00 AM,047XX N MILWAUKEE AVE,0865,THEFT,DELIVERY CONTAINER THEFT,PARKING LOT/GARAGE(NON.RESID.),true,false,1623,016,45,15,06,1140092,1931283,2014,02/26/2014 12:40:16 AM,41.967541038,-87.760282255,"(41.967541038, -87.760282255)"
9544206,HX197446,01/01/2014 12:01:00 AM,043XX S WOLCOTT AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0924,009,12,61,20,1164460,1875606,2014,04/09/2014 12:42:18 AM,41.814276847,-87.672260587,"(41.814276847, -87.672260587)"
9510973,HX165249,01/01/2014 12:01:00 AM,015XX N SPAULDING AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1422,014,26,23,20,1154122,1909854,2014,03/30/2014 12:39:29 AM,41.908469168,-87.709268562,"(41.908469168, -87.709268562)"
9562500,HX214259,01/01/2014 12:01:00 AM,034XX N HARDING AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,1732,017,30,21,20,1149493,1922545,2014,04/18/2014 12:39:21 AM,41.943385564,-87.725943109,"(41.943385564, -87.725943109)"
9477184,HX130537,01/01/2014 12:01:00 AM,059XX S FRANCISCO AVE,0810,THEFT,OVER $500,APARTMENT,false,false,0824,008,16,66,06,1158020,1865228,2014,01/31/2014 12:40:01 AM,41.785931744,-87.696165486,"(41.785931744, -87.696165486)"
9559139,HX210577,01/01/2014 12:01:00 AM,031XX W 15TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1022,010,24,29,11,1155627,1892723,2014,04/06/2014 12:38:43 AM,41.861429852,-87.704201274,"(41.861429852, -87.704201274)"
9475819,HX129544,01/01/2014 12:01:00 AM,083XX S BURLEY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0424,004,10,46,05,1199303,1850191,2014,02/12/2014 12:40:02 AM,41.74373008,-87.5453094,"(41.74373008, -87.5453094)"
9574233,HX224681,01/01/2014 12:01:00 AM,037XX S CALUMET AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,false,true,0212,002,3,35,02,1179242,1880426,2014,08/06/2014 12:38:49 PM,41.827178467,-87.617891793,"(41.827178467, -87.617891793)"
9634981,HX286241,01/01/2014 12:01:00 AM,003XX N HAMLIN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1122,011,27,26,02,1150955,1902074,2014,06/03/2014 12:44:29 PM,41.887182707,-87.721106582,"(41.887182707, -87.721106582)"
9564155,HX215450,01/01/2014 12:01:00 AM,073XX S OAKLEY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0835,008,18,66,05,1162383,1855938,2014,04/19/2014 12:38:43 AM,41.760348859,-87.680427116,"(41.760348859, -87.680427116)"
9645274,HX296081,01/01/2014 12:01:00 AM,064XX N WASHTENAW AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2412,024,50,2,20,1157115,1942681,2014,06/10/2014 12:45:15 PM,41.998488195,-87.697378864,"(41.998488195, -87.697378864)"
9557675,HX209292,01/01/2014 12:01:00 AM,122XX S RACINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0524,005,34,53,11,1170517,1823304,2014,05/26/2014 12:35:49 PM,41.670622995,-87.651562851,"(41.670622995, -87.651562851)"
9655482,HX306145,01/01/2014 12:01:00 AM,078XX S INGLESIDE AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,false,false,0624,006,8,69,20,1183884,1853127,2014,07/08/2014 12:40:42 PM,41.752160356,-87.601713536,"(41.752160356, -87.601713536)"
9447151,HX100461,01/01/2014 12:01:00 AM,071XX S JEFFERY BLVD,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0333,003,5,43,05,1190823,1857920,2014,01/27/2014 12:39:49 AM,41.765148018,-87.576130955,"(41.765148018, -87.576130955)"
9656470,HX306984,01/01/2014 12:01:00 AM,071XX S MORGAN ST,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,0733,007,17,68,02,1170918,1857479,2014,06/19/2014 12:43:10 PM,41.764395536,-87.64910118,"(41.764395536, -87.64910118)"
9448170,HX101379,01/01/2014 12:01:00 AM,015XX N KINGSBURY ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1822,018,32,8,06,1169534,1910281,2014,01/09/2014 12:40:53 AM,41.90931923,-87.652640202,"(41.90931923, -87.652640202)"
9641898,HX292388,01/01/2014 12:01:00 AM,071XX S UNION AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,0732,007,6,68,20,1172947,1857410,2014,06/08/2014 12:36:38 PM,41.764161661,-87.641666428,"(41.764161661, -87.641666428)"
9447107,HX100449,01/01/2014 12:01:00 AM,035XX W 78TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0835,008,18,70,14,1153903,1852686,2014,01/04/2014 12:39:15 AM,41.751597254,-87.711592966,"(41.751597254, -87.711592966)"
9634961,HX286238,01/01/2014 12:01:00 AM,015XX S KEDZIE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1022,010,24,29,20,1155308,1892615,2014,06/03/2014 12:44:29 PM,41.861139897,-87.705375168,"(41.861139897, -87.705375168)"
9447168,HX100586,01/01/2014 12:01:00 AM,001XX W KINZIE ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1831,018,42,8,08B,1174836,1902942,2014,01/04/2014 12:39:15 AM,41.889063526,-87.633383152,"(41.889063526, -87.633383152)"
9645112,HX296003,01/01/2014 12:01:00 AM,012XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0132,001,2,33,11,1177468,1894576,2014,06/10/2014 12:45:15 PM,41.86604743,-87.62397145,"(41.86604743, -87.62397145)"
9447048,HX100373,01/01/2014 12:01:00 AM,078XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0414,004,8,43,14,1189939,1853283,2014,01/04/2014 12:39:15 AM,41.752445,-87.579519953,"(41.752445, -87.579519953)"
9635416,HX286469,01/01/2014 12:01:00 AM,082XX S COTTAGE GROVE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0631,006,6,44,11,1182946,1850733,2014,06/03/2014 12:44:29 PM,41.745612801,-87.605225094,"(41.745612801, -87.605225094)"
9448962,HX102141,01/01/2014 12:01:00 AM,015XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,false,false,1424,014,1,24,06,1162993,1910481,2014,01/09/2014 12:40:53 AM,41.910007971,-87.676663238,"(41.910007971, -87.676663238)"
9829344,HX478924,01/01/2014 12:01:00 AM,083XX S PRAIRIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0632,006,6,44,11,1179532,1849541,2014,10/24/2014 12:42:42 PM,41.742420406,-87.617770841,"(41.742420406, -87.617770841)"
9447582,HX101027,01/01/2014 12:01:00 AM,001XX S KILPATRICK AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,VEHICLE NON-COMMERCIAL,false,false,1113,011,28,25,02,1145034,1899107,2014,01/20/2014 12:40:05 AM,41.87915477,-87.742925374,"(41.87915477, -87.742925374)"
9838832,HX487716,01/01/2014 12:01:00 AM,015XX N MOHAWK ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,1821,018,43,8,20,1172342,1910377,2014,11/07/2014 12:42:06 PM,41.909521047,-87.642322099,"(41.909521047, -87.642322099)"
9447132,HX100416,01/01/2014 12:01:00 AM,016XX W CONGRESS PKWY,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1231,012,2,28,06,1165272,1897754,2014,01/26/2014 12:39:59 AM,41.875035948,-87.668653321,"(41.875035948, -87.668653321)"
9755086,HX403860,01/01/2014 12:01:00 AM,044XX N HARDING AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,1723,017,39,14,02,1149291,1929528,2014,10/31/2014 03:20:56 PM,41.962551377,-87.726503833,"(41.962551377, -87.726503833)"
9447115,HX100429,01/01/2014 12:01:00 AM,007XX E 92ND ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0633,006,9,44,26,1182653,1844090,2014,01/07/2014 12:39:59 AM,41.727390455,-87.606504256,"(41.727390455, -87.606504256)"
9816057,HX465678,01/01/2014 12:01:00 AM,062XX S GREENWOOD AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,0314,003,20,42,20,1184443,1863924,2014,10/14/2014 12:38:29 PM,41.781775282,-87.599327426,"(41.781775282, -87.599327426)"
9447770,HX100465,01/01/2014 12:01:00 AM,035XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,1924,019,44,6,11,1168513,1923766,2014,01/05/2014 12:39:48 AM,41.946344929,-87.655999555,"(41.946344929, -87.655999555)"
9824958,HX475085,01/01/2014 12:01:00 AM,016XX W JONQUIL TER,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,2422,024,49,1,11,1164089,1951037,2014,10/21/2014 12:38:32 PM,42.021272229,-87.67148613,"(42.021272229, -87.67148613)"
9695264,HX345721,01/01/2014 12:01:00 AM,003XX E RANDOLPH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,0114,001,42,32,11,1178409,1901353,2014,07/16/2014 12:40:31 PM,41.884622504,-87.620310336,"(41.884622504, -87.620310336)"
10155890,HY344611,01/01/2014 12:01:00 AM,012XX W ROOSEVELT RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,CHA APARTMENT,false,false,1231,012,2,28,11,1168148,1894878,2014,07/20/2015 12:41:02 PM,41.867082375,-87.658176927,"(41.867082375, -87.658176927)"
9728263,HX377796,01/01/2014 12:01:00 AM,073XX S WOLCOTT AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,0735,007,17,67,17,1165003,1855850,2014,08/08/2014 12:34:16 PM,41.760052405,-87.670827197,"(41.760052405, -87.670827197)"
9897526,HX547840,01/01/2014 12:01:00 AM,005XX E 48TH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0223,002,3,38,02,1180512,1873266,2014,12/24/2014 12:48:14 PM,41.807501746,-87.613452486,"(41.807501746, -87.613452486)"
9767356,HX417798,01/01/2014 12:01:00 AM,003XX W 60TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0711,007,20,68,11,1174805,1865119,2014,09/07/2014 12:35:09 PM,41.78527482,-87.634626872,"(41.78527482, -87.634626872)"
10154125,HY343042,01/01/2014 12:01:00 AM,007XX W 103RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,true,2232,022,34,73,11,1173242,1836599,2014,07/20/2015 12:41:02 PM,41.707046968,-87.641198605,"(41.707046968, -87.641198605)"
9710161,HX359936,01/01/2014 12:01:00 AM,001XX W MAPLE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1824,018,42,8,26,1174797,1907553,2014,07/26/2014 12:40:58 PM,41.901717228,-87.63338823,"(41.901717228, -87.63338823)"
10146146,HY334869,01/01/2014 12:01:00 AM,023XX S SAWYER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1024,010,22,30,11,1155023,1888245,2014,07/13/2015 12:41:54 PM,41.849153837,-87.706538448,"(41.849153837, -87.706538448)"
9869760,HX519861,01/01/2014 12:01:00 AM,015XX N MASSASOIT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2531,025,29,25,11,1137756,1909934,2014,11/26/2014 12:41:51 PM,41.908999702,-87.769388021,"(41.908999702, -87.769388021)"
10218946,HY405610,01/01/2014 12:01:00 AM,067XX S CRANDON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0331,003,5,43,11,1192446,1860625,2014,09/10/2015 11:41:00 AM,41.772531381,-87.570094303,"(41.772531381, -87.570094303)"
10063459,HY251822,01/01/2014 12:01:00 AM,101XX S AVENUE J,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0432,004,10,52,11,1202441,1838140,2014,05/11/2015 12:38:40 PM,41.710581842,-87.534221735,"(41.710581842, -87.534221735)"
10058410,HY247585,01/01/2014 12:01:00 AM,024XX W BELMONT AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,OTHER,false,false,1921,019,47,5,26,1159318,1921220,2014,05/11/2015 12:38:40 PM,41.939552962,-87.689867664,"(41.939552962, -87.689867664)"
9860853,HX510621,01/01/2014 12:01:00 AM,054XX S HARDING AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0822,008,23,62,11,1150916,1868437,2014,11/18/2014 12:38:30 PM,41.794879241,-87.722128838,"(41.794879241, -87.722128838)"
10026454,HY215697,01/01/2014 12:01:00 AM,014XX N STATE PKWY,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1824,018,42,8,11,1175989,1909927,2014,04/12/2015 04:10:55 PM,41.908204823,-87.628938316,"(41.908204823, -87.628938316)"
9896254,HX546647,01/01/2014 12:01:00 AM,038XX W 77TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0833,008,18,70,11,1151591,1853156,2014,12/19/2014 12:48:32 PM,41.752932549,-87.720053182,"(41.752932549, -87.720053182)"
9895335,HX544352,01/01/2014 12:01:00 AM,045XX W THOMAS ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,1111,011,37,23,20,1146059,1906985,2014,12/18/2014 12:46:15 PM,41.900753483,-87.738961338,"(41.900753483, -87.738961338)"
10098466,HY286514,01/01/2014 12:01:00 AM,061XX N SEELEY AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,2413,024,40,2,02,1161597,1940401,2014,06/08/2015 12:45:22 PM,41.992139273,-87.680954916,"(41.992139273, -87.680954916)"
10097136,HY285702,01/01/2014 12:01:00 AM,030XX N LUNA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,2514,025,31,19,26,1138881,1919629,2014,06/08/2015 12:45:22 PM,41.935583481,-87.765019194,"(41.935583481, -87.765019194)"
10038749,HY228185,01/01/2014 12:01:00 AM,040XX N SPAULDING AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,false,false,1724,017,33,16,17,1153619,1926947,2014,04/27/2015 12:43:07 PM,41.955383733,-87.710660316,"(41.955383733, -87.710660316)"
10002750,HY192063,01/01/2014 12:01:00 AM,108XX S ALBANY AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,false,false,2211,022,19,74,17,1157633,1832354,2014,03/22/2015 04:07:18 PM,41.695727973,-87.698473624,"(41.695727973, -87.698473624)"
10002447,HY191733,01/01/2014 12:01:00 AM,019XX W DEVON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2412,024,50,2,11,1161964,1942545,2014,03/22/2015 04:07:18 PM,41.998014797,-87.679544765,"(41.998014797, -87.679544765)"
9982145,HY171673,01/01/2014 12:01:00 AM,031XX W 62ND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0823,008,15,66,11,1156596,1863312,2014,03/08/2015 04:06:56 PM,41.780702801,-87.70143823,"(41.780702801, -87.70143823)"
9977241,HY166346,01/01/2014 12:01:00 AM,050XX S KOLIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0815,008,23,57,11,1148255,1870832,2014,03/01/2015 04:04:05 PM,41.801502991,-87.73182539,"(41.801502991, -87.73182539)"
9971905,HY161419,01/01/2014 12:01:00 AM,082XX S CHAPPEL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0414,004,8,46,11,1191248,1850775,2014,03/01/2015 04:04:05 PM,41.745531256,-87.574804129,"(41.745531256, -87.574804129)"
9971409,HY161037,01/01/2014 12:01:00 AM,109XX S NORMAL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,2233,022,34,49,11,1174861,1832514,2014,03/01/2015 04:04:05 PM,41.695801264,-87.635391085,"(41.695801264, -87.635391085)"
9949763,HY134469,01/01/2014 12:01:00 AM,079XX S CHRISTIANA AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0834,008,18,70,20,1155386,1851758,2014,02/09/2015 12:43:40 PM,41.749021134,-87.706183202,"(41.749021134, -87.706183202)"
9949751,HY125133,01/01/2014 12:01:00 AM,079XX S CHRISTIANA AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0834,008,18,70,20,1155386,1851758,2014,02/09/2015 12:43:40 PM,41.749021134,-87.706183202,"(41.749021134, -87.706183202)"
9954227,HY142487,01/01/2014 12:01:00 AM,004XX N WOLCOTT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESTAURANT,false,false,1221,012,27,24,11,1163624,1902896,2014,02/09/2015 12:43:40 PM,41.889180885,-87.674559169,"(41.889180885, -87.674559169)"
9956617,HY145238,01/01/2014 12:01:00 AM,096XX S CRANDON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0431,004,7,51,11,1193455,1841562,2014,02/16/2015 12:47:01 PM,41.72019628,-87.567017992,"(41.72019628, -87.567017992)"
9942608,HY130661,01/01/2014 12:01:00 AM,035XX W 72ND PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0831,008,18,66,11,1153924,1856343,2014,02/02/2015 12:49:23 PM,41.761632242,-87.711419132,"(41.761632242, -87.711419132)"
9925981,HY112287,01/01/2014 12:01:00 AM,044XX N SEELEY AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,true,false,1911,019,47,4,02,1161738,1929278,2014,01/22/2015 12:48:16 PM,41.961614356,-87.680747962,"(41.961614356, -87.680747962)"
9905982,HX556614,01/01/2014 12:01:00 AM,023XX W 71ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0832,008,17,66,11,1162057,1857570,2014,12/28/2014 12:47:37 PM,41.764834086,-87.681576601,"(41.764834086, -87.681576601)"
9935942,HY124645,01/01/2014 12:01:00 AM,021XX S CHRISTIANA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1024,010,24,30,11,1154320,1889522,2014,01/26/2015 12:53:30 PM,41.852672126,-87.709084478,"(41.852672126, -87.709084478)"
9447205,HX100603,01/01/2014 12:02:00 AM,064XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0825,008,15,66,14,1160529,1861535,2014,01/05/2014 12:39:48 AM,41.77574625,-87.687067983,"(41.77574625, -87.687067983)"
9446834,HX100098,01/01/2014 12:02:00 AM,072XX S MORGAN ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENTIAL YARD (FRONT/BACK),true,false,0733,007,17,68,15,1170940,1856688,2014,01/18/2014 12:39:56 AM,41.762224453,-87.649043609,"(41.762224453, -87.649043609)"
9446765,HX100013,01/01/2014 12:03:00 AM,064XX S ROCKWELL ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,0825,008,15,66,15,1160104,1861958,2014,01/03/2014 12:38:59 AM,41.776915776,-87.688614376,"(41.776915776, -87.688614376)"
9446921,HX100067,01/01/2014 12:04:00 AM,048XX S PRAIRIE AVE,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,APARTMENT,true,false,0224,002,3,38,15,1178900,1872936,2014,01/03/2014 12:38:59 AM,41.806633097,-87.619374845,"(41.806633097, -87.619374845)"
9446811,HX100017,01/01/2014 12:05:00 AM,031XX W WALNUT ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,1222,012,27,27,15,1155164,1901497,2014,01/17/2014 12:40:17 AM,41.885515919,-87.705665346,"(41.885515919, -87.705665346)"
9446783,HX100093,01/01/2014 12:05:00 AM,011XX W 50TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARKING LOT/GARAGE(NON.RESID.),true,false,0933,009,16,61,15,1169702,1871686,2014,01/03/2014 12:38:59 AM,41.803407682,-87.653146204,"(41.803407682, -87.653146204)"
9447098,HX100028,01/01/2014 12:05:00 AM,121XX S YALE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,0523,005,34,53,15,1176757,1824492,2014,03/14/2014 12:40:45 AM,41.673745312,-87.628689418,"(41.673745312, -87.628689418)"
9446958,HX100026,01/01/2014 12:05:00 AM,005XX E 67TH ST,0550,ASSAULT,AGGRAVATED PO: HANDGUN,STREET,true,false,0321,003,20,42,04A,1181231,1860756,2014,04/28/2014 12:39:03 AM,41.77315662,-87.61120082,"(41.77315662, -87.61120082)"
9446875,HX100110,01/01/2014 12:07:00 AM,057XX S ARTESIAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0824,008,16,63,15,1161060,1866463,2014,04/16/2014 12:38:21 AM,41.789258389,-87.68498516,"(41.789258389, -87.68498516)"
9446808,HX100036,01/01/2014 12:07:00 AM,064XX S WHIPPLE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,0823,008,15,66,15,1157198,1861774,2014,01/03/2014 12:38:59 AM,41.776470144,-87.699272743,"(41.776470144, -87.699272743)"
9446799,HX100040,01/01/2014 12:07:00 AM,072XX S HARVARD AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,0731,007,17,69,15,1175248,1857050,2014,01/11/2014 12:39:15 AM,41.763122697,-87.633243478,"(41.763122697, -87.633243478)"
9446813,HX100102,01/01/2014 12:07:00 AM,015XX S AVERS AVE,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,RESIDENCE,true,false,1014,010,24,29,15,1150921,1892239,2014,01/03/2014 12:38:59 AM,41.86019503,-87.721488892,"(41.86019503, -87.721488892)"
9447431,HX100915,01/01/2014 12:07:00 AM,076XX S ADA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0612,006,17,71,26,1168730,1853892,2014,01/10/2014 12:39:32 AM,41.754599815,-87.65722409,"(41.754599815, -87.65722409)"
9446904,HX100112,01/01/2014 12:08:00 AM,003XX E 116TH ST,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,true,false,0532,005,9,53,15,1180280,1827785,2014,01/03/2014 12:38:59 AM,41.682702008,-87.615694567,"(41.682702008, -87.615694567)"
9446768,HX100076,01/01/2014 12:10:00 AM,016XX N MENARD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,false,false,2531,025,29,25,15,1137538,1910502,2014,01/03/2014 12:38:59 AM,41.910562291,-87.770175165,"(41.910562291, -87.770175165)"
9446816,HX100018,01/01/2014 12:10:00 AM,038XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0915,009,3,34,08B,1174953,1879621,2014,01/06/2014 12:39:41 AM,41.825066411,-87.633651392,"(41.825066411, -87.633651392)"
9446917,HX100083,01/01/2014 12:10:00 AM,068XX S MERRILL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0331,003,5,43,03,1191678,1860238,2014,01/27/2014 12:39:49 AM,41.771488092,-87.572922067,"(41.771488092, -87.572922067)"
9450718,HX103865,01/01/2014 12:10:00 AM,001XX W RANDOLPH ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0122,001,42,32,06,1174765,1901307,2014,05/16/2014 12:37:19 PM,41.88457858,-87.633692844,"(41.88457858, -87.633692844)"
9446764,HX100054,01/01/2014 12:10:00 AM,014XX W LEXINGTON ST,0460,BATTERY,SIMPLE,STREET,false,false,1231,012,25,28,08B,1166566,1896798,2014,02/04/2014 12:39:03 AM,41.872385011,-87.663929673,"(41.872385011, -87.663929673)"
9446856,HX100131,01/01/2014 12:10:00 AM,077XX S NORMAL AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,APARTMENT,true,false,0621,006,17,69,24,1174348,1853430,2014,01/03/2014 12:38:59 AM,41.753209032,-87.636649579,"(41.753209032, -87.636649579)"
